,filenames,labels
55,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person589_bacteria_2424.jpeg,PNEUMONIA
56,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person530_bacteria_2233.jpeg,PNEUMONIA
57,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person568_bacteria_2359.jpeg,PNEUMONIA
58,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person542_virus_1072.jpeg,PNEUMONIA
59,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person548_bacteria_2302.jpeg,PNEUMONIA
60,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person53_bacteria_253.jpeg,PNEUMONIA
61,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person568_bacteria_2358.jpeg,PNEUMONIA
62,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person578_bacteria_2379.jpeg,PNEUMONIA
63,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person567_bacteria_2352.jpeg,PNEUMONIA
64,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person580_bacteria_2387.jpeg,PNEUMONIA
65,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person551_bacteria_2311.jpeg,PNEUMONIA
66,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person59_bacteria_279.jpeg,PNEUMONIA
67,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person56_bacteria_268.jpeg,PNEUMONIA
68,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person534_bacteria_2251.jpeg,PNEUMONIA
69,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person580_bacteria_2388.jpeg,PNEUMONIA
70,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person527_bacteria_2226.jpeg,PNEUMONIA
71,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person544_virus_1075.jpeg,PNEUMONIA
72,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person533_bacteria_2245.jpeg,PNEUMONIA
73,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person579_bacteria_2384.jpeg,PNEUMONIA
74,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person534_bacteria_2254.jpeg,PNEUMONIA
75,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person549_bacteria_2306.jpeg,PNEUMONIA
76,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person585_virus_1129.jpeg,PNEUMONIA
77,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person540_bacteria_2273.jpeg,PNEUMONIA
78,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person583_virus_1127.jpeg,PNEUMONIA
79,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person600_bacteria_2458.jpeg,PNEUMONIA
80,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person534_bacteria_2253.jpeg,PNEUMONIA
81,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person540_bacteria_2271.jpeg,PNEUMONIA
82,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person528_virus_1049.jpeg,PNEUMONIA
83,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person560_bacteria_2330.jpeg,PNEUMONIA
84,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person556_virus_1096.jpeg,PNEUMONIA
85,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person543_bacteria_2283.jpeg,PNEUMONIA
86,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person59_bacteria_283.jpeg,PNEUMONIA
87,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person569_bacteria_2363.jpeg,PNEUMONIA
88,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person586_bacteria_2420.jpeg,PNEUMONIA
89,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person598_virus_1151.jpeg,PNEUMONIA
90,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person543_bacteria_2280.jpeg,PNEUMONIA
91,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person570_bacteria_2365.jpeg,PNEUMONIA
92,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person53_bacteria_255.jpeg,PNEUMONIA
93,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person57_bacteria_270.jpeg,PNEUMONIA
94,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person566_bacteria_2351.jpeg,PNEUMONIA
95,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person571_virus_1114.jpeg,PNEUMONIA
96,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person542_bacteria_2276.jpeg,PNEUMONIA
97,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person595_bacteria_2438.jpeg,PNEUMONIA
98,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person58_bacteria_276.jpeg,PNEUMONIA
99,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person531_bacteria_2242.jpeg,PNEUMONIA
100,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person553_bacteria_2317.jpeg,PNEUMONIA
101,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person562_virus_1102.jpeg,PNEUMONIA
102,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person553_bacteria_2316.jpeg,PNEUMONIA
103,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person565_virus_1105.jpeg,PNEUMONIA
104,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person548_virus_1088.jpeg,PNEUMONIA
105,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person557_bacteria_2327.jpeg,PNEUMONIA
106,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person567_bacteria_2353.jpeg,PNEUMONIA
107,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person585_bacteria_2416.jpeg,PNEUMONIA
108,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person595_virus_1147.jpeg,PNEUMONIA
109,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person563_bacteria_2337.jpeg,PNEUMONIA
110,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person579_bacteria_2381.jpeg,PNEUMONIA
111,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person532_virus_1054.jpeg,PNEUMONIA
112,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person593_bacteria_2435.jpeg,PNEUMONIA
113,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person548_bacteria_2297.jpeg,PNEUMONIA
114,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person55_bacteria_265.jpeg,PNEUMONIA
115,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person52_bacteria_251.jpeg,PNEUMONIA
116,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person586_bacteria_2418.jpeg,PNEUMONIA
117,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person55_bacteria_262.jpeg,PNEUMONIA
118,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person581_bacteria_2394.jpeg,PNEUMONIA
119,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person586_bacteria_2417.jpeg,PNEUMONIA
120,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person536_bacteria_2260.jpeg,PNEUMONIA
121,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person539_bacteria_2269.jpeg,PNEUMONIA
122,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person535_virus_1062.jpeg,PNEUMONIA
123,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person550_virus_1090.jpeg,PNEUMONIA
124,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person599_bacteria_2455.jpeg,PNEUMONIA
125,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person554_bacteria_2323.jpeg,PNEUMONIA
126,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person529_bacteria_2229.jpeg,PNEUMONIA
127,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person58_bacteria_275.jpeg,PNEUMONIA
128,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person536_bacteria_2257.jpeg,PNEUMONIA
129,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person531_bacteria_2236.jpeg,PNEUMONIA
130,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person579_bacteria_2383.jpeg,PNEUMONIA
131,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person579_virus_1123.jpeg,PNEUMONIA
132,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person564_bacteria_2342.jpeg,PNEUMONIA
133,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person584_virus_1128.jpeg,PNEUMONIA
134,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person553_virus_1093.jpeg,PNEUMONIA
135,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person543_bacteria_2279.jpeg,PNEUMONIA
136,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person598_bacteria_2454.jpeg,PNEUMONIA
137,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person574_bacteria_2370.jpeg,PNEUMONIA
138,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person537_virus_1067.jpeg,PNEUMONIA
139,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person575_virus_1119.jpeg,PNEUMONIA
140,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person585_bacteria_2412.jpeg,PNEUMONIA
141,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person534_virus_1061.jpeg,PNEUMONIA
142,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person563_bacteria_2340.jpeg,PNEUMONIA
143,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person547_bacteria_2292.jpeg,PNEUMONIA
144,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person577_virus_1121.jpeg,PNEUMONIA
145,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person549_virus_1089.jpeg,PNEUMONIA
146,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person569_virus_1110.jpeg,PNEUMONIA
147,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person57_bacteria_271.jpeg,PNEUMONIA
148,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person539_virus_1069.jpeg,PNEUMONIA
149,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person5_bacteria_15.jpeg,PNEUMONIA
150,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person596_bacteria_2440.jpeg,PNEUMONIA
151,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person592_bacteria_2431.jpeg,PNEUMONIA
152,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person563_bacteria_2336.jpeg,PNEUMONIA
153,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person537_bacteria_2265.jpeg,PNEUMONIA
154,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person583_bacteria_2409.jpeg,PNEUMONIA
155,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person59_bacteria_282.jpeg,PNEUMONIA
156,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person563_bacteria_2333.jpeg,PNEUMONIA
157,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person54_bacteria_257.jpeg,PNEUMONIA
158,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person546_virus_1085.jpeg,PNEUMONIA
159,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person541_bacteria_2275.jpeg,PNEUMONIA
160,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person582_bacteria_2403.jpeg,PNEUMONIA
161,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person527_virus_1048.jpeg,PNEUMONIA
162,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person531_bacteria_2239.jpeg,PNEUMONIA
163,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person531_bacteria_2237.jpeg,PNEUMONIA
164,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person544_virus_1076.jpeg,PNEUMONIA
165,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person598_bacteria_2453.jpeg,PNEUMONIA
166,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person5_bacteria_17.jpeg,PNEUMONIA
167,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person545_bacteria_2290.jpeg,PNEUMONIA
168,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person578_virus_1122.jpeg,PNEUMONIA
169,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person53_bacteria_254.jpeg,PNEUMONIA
170,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person552_virus_1092.jpeg,PNEUMONIA
171,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person55_bacteria_264.jpeg,PNEUMONIA
172,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person591_bacteria_2429.jpeg,PNEUMONIA
173,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person590_virus_1138.jpeg,PNEUMONIA
174,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person53_bacteria_252.jpeg,PNEUMONIA
175,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person548_bacteria_2300.jpeg,PNEUMONIA
176,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person531_bacteria_2241.jpeg,PNEUMONIA
177,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person592_bacteria_2434.jpeg,PNEUMONIA
178,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person585_bacteria_2413.jpeg,PNEUMONIA
179,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person563_bacteria_2334.jpeg,PNEUMONIA
180,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person58_bacteria_278.jpeg,PNEUMONIA
181,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person549_bacteria_2307.jpeg,PNEUMONIA
182,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person529_bacteria_2230.jpeg,PNEUMONIA
183,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person54_bacteria_258.jpeg,PNEUMONIA
184,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person582_bacteria_2405.jpeg,PNEUMONIA
185,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person533_virus_1055.jpeg,PNEUMONIA
186,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person550_bacteria_2308.jpeg,PNEUMONIA
187,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person537_bacteria_2263.jpeg,PNEUMONIA
188,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person580_bacteria_2389.jpeg,PNEUMONIA
189,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person55_bacteria_260.jpeg,PNEUMONIA
190,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person589_bacteria_2425.jpeg,PNEUMONIA
191,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person58_bacteria_273.jpeg,PNEUMONIA
192,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person564_bacteria_2345.jpeg,PNEUMONIA
193,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person549_bacteria_2305.jpeg,PNEUMONIA
194,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person537_bacteria_2261.jpeg,PNEUMONIA
195,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person564_bacteria_2347.jpeg,PNEUMONIA
196,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person545_virus_1081.jpeg,PNEUMONIA
197,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person583_bacteria_2406.jpeg,PNEUMONIA
198,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person563_bacteria_2339.jpeg,PNEUMONIA
199,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person538_bacteria_2268.jpeg,PNEUMONIA
200,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person543_bacteria_2282.jpeg,PNEUMONIA
201,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person579_bacteria_2382.jpeg,PNEUMONIA
202,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person588_bacteria_2422.jpeg,PNEUMONIA
203,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person549_bacteria_2304.jpeg,PNEUMONIA
204,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person543_bacteria_2284.jpeg,PNEUMONIA
205,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person596_bacteria_2445.jpeg,PNEUMONIA
206,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person544_virus_1080.jpeg,PNEUMONIA
207,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person575_bacteria_2374.jpeg,PNEUMONIA
208,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person596_bacteria_2449.jpeg,PNEUMONIA
209,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person543_virus_1073.jpeg,PNEUMONIA
210,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person551_virus_1091.jpeg,PNEUMONIA
211,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person591_virus_1139.jpeg,PNEUMONIA
212,/content/drive/MyDrive/PneumoniaDetection/chest_xray/train/PNEUMONIA/person564_virus_1104.jpeg,PNEUMONIA
